Datum (Gastag, 6:00–6:00);VHP-Index [Eurocent/kWh];VHP-Index inkl. (+2%) [Eurocent/kWh];VHP-Index inkl. (-2%) [Eurocent/kWh];RE-Preis Min. (inkl. Transportkosten) [Eurocent/kWh];RE-Preis Max. (inkl. Transportkosten) [Eurocent/kWh];Transportkostenanteil Einkauf [Eurocent/kWh];Transportkostenanteil Verkauf [Eurocent/kWh];Preis fuer neg. Ausgleichsenergie [Eurocent/kWh];Preis fuer pos. Ausgleichsenergie [Eurocent/kWh];Preis fuer neg. Ausgleichsenergie [Euro/MWh];Preis fuer pos. Ausgleichsenergie [Euro/MWh]
13.05.2016;1,313;1,3393;1,2867;1,055;0;0;0;1,055;1,3393;10,55;13,393
14.05.2016;1,2831;1,3088;1,2574;1,0975;0;0;0;1,0975;1,3088;10,975;13,088
15.05.2016;1,2795;1,3051;1,2539;1;0;0;0;1;1,3051;10;13,051
16.05.2016;1,2881;1,3139;1,2623;1,06;0;0;0;1,06;1,3139;10,6;13,139
17.05.2016;1,3059;1,332;1,2798;1,2225;0;0;0;1,2225;1,332;12,225;13,32
18.05.2016;1,2901;1,3159;1,2643;1,15;0;0;0;1,15;1,3159;11,5;13,159
19.05.2016;1,2911;1,3169;1,2653;1,115;0;0;0;1,115;1,3169;11,15;13,169
20.05.2016;1,2901;1,3159;1,2643;1,1425;0;0;0;1,1425;1,3159;11,425;13,159
21.05.2016;1,2776;1,3032;1,252;1,0525;0;0;0;1,0525;1,3032;10,525;13,032
22.05.2016;1,2747;1,3002;1,2492;1,115;0;0;0;1,115;1,3002;11,15;13,002
23.05.2016;1,2921;1,3179;1,2663;0;0;0;0;1,2663;1,3179;12,663;13,179
24.05.2016;1,2899;1,3157;1,2641;0;0;0;0;1,2641;1,3157;12,641;13,157
25.05.2016;1,2929;1,3188;1,267;0;0;0;0;1,267;1,3188;12,67;13,188
26.05.2016;1,3234;1,3499;1,2969;0;0;0;0;1,2969;1,3499;12,969;13,499
27.05.2016;1,345;1,3719;1,3181;0;0;0;0;1,3181;1,3719;13,181;13,719
28.05.2016;1,3654;1,3927;1,3381;0;0;0;0;1,3381;1,3927;13,381;13,927
29.05.2016;1,3655;1,3928;1,3382;0;0;0;0;1,3382;1,3928;13,382;13,928
30.05.2016;1,3675;1,3949;1,3402;0;0;0;0;1,3402;1,3949;13,402;13,949
31.05.2016;1,374;1,4015;1,3465;0;0;0;0;1,3465;1,4015;13,465;14,015
01.06.2016;1,4085;1,4367;1,3803;0;0;0;0;1,3803;1,4367;13,803;14,367
02.06.2016;1,41;1,4382;1,3818;0;1,495;0;0;1,3818;1,495;13,818;14,95
03.06.2016;1,4454;1,4743;1,4165;0;0;0;0;1,4165;1,4743;14,165;14,743
04.06.2016;1,4212;1,4496;1,3928;0;0;0;0;1,3928;1,4496;13,928;14,496
05.06.2016;1,4187;1,4471;1,3903;1,34;0;0;0;1,34;1,4471;13,4;14,471
06.06.2016;1,43;1,4586;1,4014;0;0;0;0;1,4014;1,4586;14,014;14,586
07.06.2016;1,4486;1,4776;1,4196;0;0;0;0;1,4196;1,4776;14,196;14,776
08.06.2016;1,4776;1,5072;1,448;0;1,62;0;0;1,448;1,62;14,48;16,2
09.06.2016;1,4638;1,4931;1,4345;0;1,495;0;0;1,4345;1,495;14,345;14,95
10.06.2016;1,4261;1,4546;1,3976;0;0;0;0;1,3976;1,4546;13,976;14,546
11.06.2016;1,4029;1,431;1,3748;0;0;0;0;1,3748;1,431;13,748;14,31
12.06.2016;1,4025;1,4306;1,3745;0;0;0;0;1,3745;1,4306;13,745;14,306
13.06.2016;1,4011;1,4291;1,3731;0;0;0;0;1,3731;1,4291;13,731;14,291
14.06.2016;1,3709;1,3983;1,3435;0;0;0;0;1,3435;1,3983;13,435;13,983
15.06.2016;1,3817;1,4093;1,3541;0;0;0;0;1,3541;1,4093;13,541;14,093
16.06.2016;1,4229;1,4514;1,3944;0;0;0;0;1,3944;1,4514;13,944;14,514
17.06.2016;1,4064;1,4345;1,3783;0;0;0;0;1,3783;1,4345;13,783;14,345
18.06.2016;1,431;1,4596;1,4024;0;0;0;0;1,4024;1,4596;14,024;14,596
19.06.2016;1,4306;1,4592;1,402;0;0;0;0;1,402;1,4592;14,02;14,592
20.06.2016;1,4361;1,4648;1,4074;0;0;0;0;1,4074;1,4648;14,074;14,648
21.06.2016;1,4849;1,5146;1,4552;1,4625;0;0;0;1,4552;1,5146;14,552;15,146
22.06.2016;1,4767;1,5062;1,4472;1,3975;0;0;0;1,3975;1,5062;13,975;15,062
23.06.2016;1,5174;1,5477;1,4871;0;0;0;0;1,4871;1,5477;14,871;15,477
24.06.2016;1,513;1,5433;1,4827;0;0;0;0;1,4827;1,5433;14,827;15,433
25.06.2016;1,4764;1,5059;1,4469;0;0;0;0;1,4469;1,5059;14,469;15,059
26.06.2016;1,4761;1,5056;1,4466;0;0;0;0;1,4466;1,5056;14,466;15,056
27.06.2016;1,4683;1,4977;1,4389;1,015;0;0;0;1,015;1,4977;10,15;14,977
28.06.2016;1,4497;1,4787;1,4207;0;0;0;0;1,4207;1,4787;14,207;14,787
29.06.2016;1,4406;1,4694;1,4118;0;1,49;0;0;1,4118;1,49;14,118;14,9
30.06.2016;1,4471;1,476;1,4182;0;0;0;0;1,4182;1,476;14,182;14,76
01.07.2016;1,4329;1,4616;1,4042;0;0;0;0;1,4042;1,4616;14,042;14,616
02.07.2016;1,4094;1,4376;1,3812;0;0;0;0;1,3812;1,4376;13,812;14,376
03.07.2016;1,4099;1,4381;1,3817;0;0;0;0;1,3817;1,4381;13,817;14,381
04.07.2016;1,4221;1,4505;1,3937;0;0;0;0;1,3937;1,4505;13,937;14,505
05.07.2016;1,4474;1,4763;1,4185;1,335;0;0;0;1,335;1,4763;13,35;14,763
06.07.2016;1,4341;1,4628;1,4054;0;0;0;0;1,4054;1,4628;14,054;14,628
07.07.2016;1,4186;1,447;1,3902;1,37;0;0;0;1,37;1,447;13,7;14,47
08.07.2016;1,4196;1,448;1,3912;1,25;0;0;0;1,25;1,448;12,5;14,48
09.07.2016;1,4127;1,441;1,3844;0;0;0;0;1,3844;1,441;13,844;14,41
10.07.2016;1,4102;1,4384;1,382;0;0;0;0;1,382;1,4384;13,82;14,384
11.07.2016;1,4197;1,4481;1,3913;0;0;0;0;1,3913;1,4481;13,913;14,481
12.07.2016;1,4052;1,4333;1,3771;1,2;0;0;0;1,2;1,4333;12;14,333
13.07.2016;1,4169;1,4452;1,3886;1,19;0;0;0;1,19;1,4452;11,9;14,452
14.07.2016;1,4371;1,4658;1,4084;1,37;0;0;0;1,37;1,4658;13,7;14,658
15.07.2016;1,4387;1,4675;1,4099;0;0;0;0;1,4099;1,4675;14,099;14,675
16.07.2016;1,431;1,4596;1,4024;0;0;0;0;1,4024;1,4596;14,024;14,596
17.07.2016;1,4282;1,4568;1,3996;0;0;0;0;1,3996;1,4568;13,996;14,568
18.07.2016;1,4314;1,46;1,4028;1,35;0;0;0;1,35;1,46;13,5;14,6
19.07.2016;1,4428;1,4717;1,4139;1,3675;0;0;0;1,3675;1,4717;13,675;14,717
20.07.2016;1,4348;1,4635;1,4061;0;0;0;0;1,4061;1,4635;14,061;14,635
21.07.2016;1,465;1,4943;1,4357;0;0;0;0;1,4357;1,4943;14,357;14,943
22.07.2016;1,4978;1,5278;1,4678;0;0;0;0;1,4678;1,5278;14,678;15,278
23.07.2016;1,4803;1,5099;1,4507;0;0;0;0;1,4507;1,5099;14,507;15,099
24.07.2016;1,4763;1,5058;1,4468;0;0;0;0;1,4468;1,5058;14,468;15,058
25.07.2016;1,4831;1,5128;1,4534;0;0;0;0;1,4534;1,5128;14,534;15,128
26.07.2016;1,5073;1,5374;1,4772;0;0;0;0;1,4772;1,5374;14,772;15,374
27.07.2016;1,4653;1,4946;1,436;1,235;0;0;0;1,235;1,4946;12,35;14,946
28.07.2016;1,4569;1,486;1,4278;0;0;0;0;1,4278;1,486;14,278;14,86
29.07.2016;1,4389;1,4677;1,4101;0;0;0;0;1,4101;1,4677;14,101;14,677
30.07.2016;1,4109;1,4391;1,3827;0;1,42;0;0;1,3827;1,4391;13,827;14,391
31.07.2016;1,41;1,4382;1,3818;0;0;0;0;1,3818;1,4382;13,818;14,382
01.08.2016;1,4018;1,4298;1,3738;0;0;0;0;1,3738;1,4298;13,738;14,298
02.08.2016;1,3972;1,4251;1,3693;;;;;1,3693;1,4251;13,693;14,251
03.08.2016;1,369;1,3964;1,3416;;;;;1,3416;1,3964;13,416;13,964
04.08.2016;1,3505;1,3775;1,3235;1,305;;;;1,305;1,3775;13,05;13,775
05.08.2016;1,3567;1,3838;1,3296;;;;;1,3296;1,3838;13,296;13,838
06.08.2016;1,3306;1,3572;1,304;;;;;1,304;1,3572;13,04;13,572
07.08.2016;1,3264;1,3529;1,2999;;;;;1,2999;1,3529;12,999;13,529
08.08.2016;1,3271;1,3536;1,3006;;;;;1,3006;1,3536;13,006;13,536
09.08.2016;1,3016;1,3276;1,2756;1,1;;;;1,1;1,3276;11;13,276
10.08.2016;1,298;1,324;1,272;1,2;;;;1,2;1,324;12;13,24
11.08.2016;1,2964;1,3223;1,2705;1,1425;;;;1,1425;1,3223;11,425;13,223
12.08.2016;1,2668;1,2921;1,2415;;;;;1,2415;1,2921;12,415;12,921
13.08.2016;1,2146;1,2389;1,1903;;;;;1,1903;1,2389;11,903;12,389
14.08.2016;1,2085;1,2327;1,1843;;;;;1,1843;1,2327;11,843;12,327
15.08.2016;1,2049;1,229;1,1808;;;;;1,1808;1,229;11,808;12,29
16.08.2016;1,1408;1,1636;1,118;1,02;;;;1,02;1,1636;10,2;11,636
17.08.2016;1,1844;1,2081;1,1607;;;;;1,1607;1,2081;11,607;12,081
18.08.2016;1,192;1,2158;1,1682;;;;;1,1682;1,2158;11,682;12,158
19.08.2016;1,1905;1,2143;1,1667;;;;;1,1667;1,2143;11,667;12,143
20.08.2016;1,0867;1,1084;1,065;;;;;1,065;1,1084;10,65;11,084
21.08.2016;1,09;1,1118;1,0682;;;;;1,0682;1,1118;10,682;11,118
22.08.2016;1,0889;1,1107;1,0671;;;;;1,0671;1,1107;10,671;11,107
23.08.2016;1,1366;1,1593;1,1139;;;;;1,1139;1,1593;11,139;11,593
24.08.2016;1,1843;1,208;1,1606;;;;;1,1606;1,208;11,606;12,08
25.08.2016;1,1568;1,1799;1,1337;;;;;1,1337;1,1799;11,337;11,799
26.08.2016;1,1314;1,154;1,1088;;;;;1,1088;1,154;11,088;11,54
27.08.2016;1,1391;1,1619;1,1163;;;;;1,1163;1,1619;11,163;11,619
28.08.2016;1,1381;1,1609;1,1153;0,855;;;;0,855;1,1609;8,55;11,609
29.08.2016;1,1444;1,1673;1,1215;;;;;1,1215;1,1673;11,215;11,673
30.08.2016;1,1695;1,1929;1,1461;;;;;1,1461;1,1929;11,461;11,929
31.08.2016;1,1955;1,2194;1,1716;;;;;1,1716;1,2194;11,716;12,194
01.09.2016;1,1831;1,2068;1,1594;1,055;0;0;0;1,055;1,2068;10,55;12,068
02.09.2016;1,2015;1,2255;1,1775;0,7075;;;0;0,7075;1,2255;7,075;12,255
03.09.2016;1,225;1,2495;1,2005;1,125;;;;1,125;1,2495;11,25;12,495
04.09.2016;1,2201;1,2445;1,1957;0,9;;;;0,9;1,2445;9;12,445
05.09.2016;1,2561;1,2812;1,231;1,125;;;;1,125;1,2812;11,25;12,812
06.09.2016;1,2448;1,2697;1,2199;1,1;;;0;1,1;1,2697;11;12,697
07.09.2016;1,2134;1,2377;1,1891;1,07;;;;1,07;1,2377;10,7;12,377
08.09.2016;1,1742;1,1977;1,1507;;;;;1,1507;1,1977;11,507;11,977
09.09.2016;1,1296;1,1522;1,107;0,8525;;;;0,8525;1,1522;8,525;11,522
10.09.2016;1,1176;1,14;1,0952;;;;;1,0952;1,14;10,952;11,4
11.09.2016;1,1155;1,1378;1,0932;;;;;1,0932;1,1378;10,932;11,378
12.09.2016;1,1272;1,1497;1,1047;1,01;;;;1,01;1,1497;10,1;11,497
13.09.2016;1,0837;1,1054;1,062;1,0075;;;;1,0075;1,1054;10,075;11,054
14.09.2016;1,1176;1,14;1,0952;;;;;1,0952;1,14;10,952;11,4
15.09.2016;1,1316;1,1542;1,109;;;;;1,109;1,1542;11,09;11,542
16.09.2016;1,1398;1,1626;1,117;;1,2;;;1,117;1,2;11,17;12
17.09.2016;1,1892;1,213;1,1654;1,115;1,3125;;0;1,115;1,3125;11,15;13,125
18.09.2016;1,182;1,2056;1,1584;;;;;1,1584;1,2056;11,584;12,056
19.09.2016;1,2223;1,2467;1,1979;;1,36;;;1,1979;1,36;11,979;13,6
20.09.2016;1,2721;1,2975;1,2467;;;;;1,2467;1,2975;12,467;12,975
21.09.2016;1,2899;1,3157;1,2641;;;;;1,2641;1,3157;12,641;13,157
22.09.2016;1,2921;1,3179;1,2663;1,2;;;;1,2;1,3179;12;13,179
23.09.2016;1,342;1,3688;1,3152;;;;;1,3152;1,3688;13,152;13,688
24.09.2016;1,3136;1,3399;1,2873;1;1,3675;;0;1;1,3675;10;13,675
25.09.2016;1,3123;1,3385;1,2861;1,1325;;;;1,1325;1,3385;11,325;13,385
26.09.2016;1,3287;1,3553;1,3021;1,155;;;;1,155;1,3553;11,55;13,553
27.09.2016;1,3628;1,3901;1,3355;;1,435;;;1,3355;1,435;13,355;14,35
28.09.2016;1,3219;1,3483;1,2955;;;;;1,2955;1,3483;12,955;13,483
29.09.2016;1,3299;1,3565;1,3033;;;;;1,3033;1,3565;13,033;13,565
30.09.2016;1,3531;1,3802;1,326;;;;;1,326;1,3802;13,26;13,802
01.10.2016;1,294;1,3199;1,2681;1,1025;1,385;0;0;1,1025;1,385;11,025;13,85
02.10.2016;1,2818;1,3074;1,2562;0,7;1,3975;0;0;0,7;1,3975;7;13,975
03.10.2016;1,2776;1,3032;1,252;1;;;;1;1,3032;10;13,032
04.10.2016;1,3321;1,3587;1,3055;1,015;;;;1,015;1,3587;10,15;13,587
05.10.2016;1,3889;1,4167;1,3611;1,305;1,63;0;;1,305;1,63;13,05;16,3
06.10.2016;1,5037;1,5338;1,4736;;1,7025;;;1,4736;1,7025;14,736;17,025
07.10.2016;1,6018;1,6338;1,5698;1,4525;1,8425;0;;1,4525;1,8425;14,525;18,425
08.10.2016;1,5652;1,5965;1,5339;;;;;1,5339;1,5965;15,339;15,965
09.10.2016;1,5642;1,5955;1,5329;;;;;1,5329;1,5955;15,329;15,955
10.10.2016;1,6028;1,6349;1,5707;;1,65;;;1,5707;1,65;15,707;16,5
11.10.2016;1,5514;1,5824;1,5204;;;;;1,5204;1,5824;15,204;15,824
12.10.2016;1,5663;1,5976;1,535;;1,6354;0,0754;;1,535;1,6354;15,35;16,354
13.10.2016;1,5814;1,613;1,5498;;1,6629;0,0754;;1,5498;1,6629;15,498;16,629
14.10.2016;1,581;1,6126;1,5494;;1,6754;0,0754;;1,5494;1,6754;15,494;16,754
15.10.2016;1,5728;1,6043;1,5413;;1,7;;;1,5413;1,7;15,413;17
16.10.2016;1,5623;1,5935;1,5311;1,3075;1,6329;0,0754;;1,3075;1,6329;13,075;16,329
17.10.2016;1,5868;1,6185;1,5551;;1,7;;;1,5551;1,7;15,551;17
18.10.2016;1,6266;1,6591;1,5941;;1,79;0;;1,5941;1,79;15,941;17,9
19.10.2016;1,6846;1,7183;1,6509;;2,25;0;;1,6509;2,25;16,509;22,5
20.10.2016;1,7087;1,7429;1,6745;;1,895;0;;1,6745;1,895;16,745;18,95
21.10.2016;1,7096;1,7438;1,6754;;1,8004;0,0754;;1,6754;1,8004;16,754;18,004
22.10.2016;1,6691;1,7025;1,6357;;;;;1,6357;1,7025;16,357;17,025
23.10.2016;1,6677;1,7011;1,6343;;1,7879;0,0754;;1,6343;1,7879;16,343;17,879
24.10.2016;1,6938;1,7277;1,6599;;1,85;;;1,6599;1,85;16,599;18,5
25.10.2016;1,7371;1,7718;1,7024;;1,8454;0,0754;;1,7024;1,8454;17,024;18,454
26.10.2016;1,7705;1,8059;1,7351;;1,86;;;1,7351;1,86;17,351;18,6
27.10.2016;1,7449;1,7798;1,71;;1,83;;;1,71;1,83;17,1;18,3
28.10.2016;1,7316;1,7662;1,697;;;;;1,697;1,7662;16,97;17,662
29.10.2016;1,67;1,7034;1,6366;;1,825;;;1,6366;1,825;16,366;18,25
30.10.2016;1,6948;1,7287;1,6609;;1,9975;0;;1,6609;1,9975;16,609;19,975
31.10.2016;1,7334;1,7681;1,6987;;1,8475;0;;1,6987;1,8475;16,987;18,475
01.11.2016;1,7125;1,7468;1,6783;;1,8804;0,0754;;1,6783;1,8804;16,783;18,804
02.11.2016;1,8117;1,8479;1,7755;;2,0104;0,0754;;1,7755;2,0104;17,755;20,104
03.11.2016;1,8768;1,9143;1,8393;;2,0304;0,0754;;1,8393;2,0304;18,393;20,304
04.11.2016;1,8918;1,9296;1,854;;1,995;;;1,854;1,995;18,54;19,95
05.11.2016;1,8047;1,8408;1,7686;;1,9204;0,0754;;1,7686;1,9204;17,686;19,204
06.11.2016;1,8028;1,8389;1,7667;;;;;1,7667;1,8389;17,667;18,389
07.11.2016;1,8284;1,865;1,7918;;;;;1,7918;1,865;17,918;18,65
08.11.2016;1,8174;1,8537;1,7811;;1,8275;;;1,7811;1,8537;17,811;18,537
09.11.2016;1,7435;1,7784;1,7086;;1,8704;0,0754;;1,7086;1,8704;17,086;18,704
10.11.2016;1,7818;1,8174;1,7462;0;0;0;0;1,7462;1,8174;17,462;18,174
11.11.2016;1,8066;1,8427;1,7705;0;0;0;0;1,7705;1,8427;17,705;18,427
12.11.2016;1,8019;1,8379;1,7659;0;0;0;0;1,7659;1,8379;17,659;18,379
13.11.2016;1,8047;1,8408;1,7686;0;0;0;0;1,7686;1,8408;17,686;18,408
14.11.2016;1,8207;1,8571;1,7843;0;0;0;0;1,7843;1,8571;17,843;18,571
15.11.2016;1,7652;1,8005;1,7299;0;0;0;0;1,7299;1,8005;17,299;18,005
16.11.2016;1,7557;1,7908;1,7206;0;0;0;0;1,7206;1,7908;17,206;17,908
17.11.2016;1,7415;1,7763;1,7067;0;0;0;0;1,7067;1,7763;17,067;17,763
18.11.2016;1,7083;1,7425;1,6741;0;0;0;0;1,6741;1,7425;16,741;17,425
19.11.2016;1,7865;1,8222;1,7508;0;1,895;0;0;1,7508;1,895;17,508;18,95
20.11.2016;1,7634;1,7987;1,7281;0;1,8879;0,0754;0;1,7281;1,8879;17,281;18,879
21.11.2016;1,7557;1,7908;1,7206;0;1,855;0;0;1,7206;1,855;17,206;18,55
22.11.2016;1,6932;1,7271;1,6593;0;0;0;0;1,6593;1,7271;16,593;17,271
23.11.2016;1,7444;1,7793;1,7095;0;1,9675;0;0;1,7095;1,9675;17,095;19,675
24.11.2016;1,767;1,8023;1,7317;0;1,8804;0,0754;0;1,7317;1,8804;17,317;18,804
25.11.2016;1,7867;1,8224;1,751;0;1,9675;0;0;1,751;1,9675;17,51;19,675
26.11.2016;1,7837;1,8194;1,748;0;1,98;0;0;1,748;1,98;17,48;19,8
27.11.2016;1,7678;1,8032;1,7324;0;1,875;0;0;1,7324;1,875;17,324;18,75
28.11.2016;1,7711;1,8065;1,7357;0;1,9054;0,0754;0;1,7357;1,9054;17,357;19,054
29.11.2016;1,7936;1,8295;1,7577;0;1,98;0;0;1,7577;1,98;17,577;19,8
30.11.2016;1,8049;1,841;1,7688;0;1,92;0;0;1,7688;1,92;17,688;19,2
01.12.2016;1,787;1,8227;1,7513;0;0;0;0;1,7513;1,8227;17,513;18,227
02.12.2016;1,7744;1,8099;1,7389;;;;;1,7389;1,8099;17,389;18,099
03.12.2016;1,7872;1,8229;1,7515;;1,9086;0,0986;;1,7515;1,9086;17,515;19,086
04.12.2016;1,77;1,8054;1,7346;;1,9111;0,0986;;1,7346;1,9111;17,346;19,111
05.12.2016;1,7899;1,8257;1,7541;;1,9761;0,0986;;1,7541;1,9761;17,541;19,761
06.12.2016;1,729;1,7636;1,6944;;1,8736;0,0986;;1,6944;1,8736;16,944;18,736
07.12.2016;1,6556;1,6887;1,6225;1,41;1,8261;0,0986;0;1,41;1,8261;14,1;18,261
08.12.2016;1,6392;1,672;1,6064;;;;;1,6064;1,672;16,064;16,72
09.12.2016;1,6268;1,6593;1,5943;;;;;1,5943;1,6593;15,943;16,593
10.12.2016;1,6566;1,6897;1,6235;;;;;1,6235;1,6897;16,235;16,897
11.12.2016;1,6597;1,6929;1,6265;;1,72;;;1,6265;1,72;16,265;17,2
12.12.2016;1,688;1,7218;1,6542;;1,85;0;;1,6542;1,85;16,542;18,5
13.12.2016;1,7128;1,7471;1,6785;;1,85;0;;1,6785;1,85;16,785;18,5
14.12.2016;1,7228;1,7599;1,6909;;1,8561;0,0986;;1,6909;1,8561;16,909;18,561
15.12.2016;1,7367;1,7714;1,702;;1,825;;;1,702;1,825;17,02;18,25
16.12.2016;1,75;1,785;1,715;;1,85;;;1,715;1,85;17,15;18,5
17.12.2016;1,7786;1,8142;1,743;;1,8825;;;1,743;1,8825;17,43;18,825
18.12.2016;1,7479;1,7829;1,7129;;1,85;;;1,7129;1,85;17,129;18,5
19.12.2016;1,7452;1,7801;1,7103;;;;;1,7103;1,7801;17,103;17,801
20.12.2016;1,765;1,8003;1,7297;;1,8986;0,0986;;1,7297;1,8986;17,297;18,986
21.12.2016;1,7818;1,8174;1,7462;;1,8836;0,0986;;1,7462;1,8836;17,462;18,836
22.12.2016;1,8011;1,8371;1,7651;;1,91;0;;1,7651;1,91;17,651;19,1
23.12.2016;1,8067;1,8428;1,7706;;1,935;;;1,7706;1,935;17,706;19,35
24.12.2016;1,787;1,8227;1,7513;;;;;1,7513;1,8227;17,513;18,227
25.12.2016;1,7704;1,8058;1,735;;1,825;;;1,735;1,825;17,35;18,25
26.12.2016;1,7946;1,8305;1,7587;;2,05;0;;1,7587;2,05;17,587;20,5
27.12.2016;1,8288;1,8654;1,7922;;2,0436;0,0986;;1,7922;2,0436;17,922;20,436
28.12.2016;1,833;1,8697;1,7963;;1,965;0;;1,7963;1,965;17,963;19,65
29.12.2016;1,8763;1,9138;1,8388;;1,975;0;;1,8388;1,975;18,388;19,75
30.12.2016;1,933;1,9717;1,8943;;2,095;0;;1,8943;2,095;18,943;20,95
31.12.2016;1,9521;1,9911;1,9131;;2,12;0;;1,9131;2,12;19,131;21,2
01.01.2017;1,9338;1,9725;1,8951;0;2,157;0,097;0;1,8951;2,157;18,951;21,57
02.01.2017;1,9502;1,9892;1,9112;;2,1045;0,097;;1,9112;2,1045;19,112;21,045
03.01.2017;1,9499;1,9889;1,9109;;2,1;0;;1,9109;2,1;19,109;21
04.01.2017;1,8914;1,9292;1,8536;;2,0695;0,097;;1,8536;2,0695;18,536;20,695
05.01.2017;1,8765;1,914;1,839;;2,057;0,097;;1,839;2,057;18,39;20,57
06.01.2017;1,9106;1,9488;1,8724;;2,097;0,097;;1,8724;2,097;18,724;20,97
07.01.2017;1,8784;1,916;1,8408;;2,007;0,097;;1,8408;2,007;18,408;20,07
08.01.2017;1,8598;1,897;1,8226;;;;;1,8226;1,897;18,226;18,97
09.01.2017;1,8772;1,9147;1,8397;;1,9875;;;1,8397;1,9875;18,397;19,875
10.01.2017;1,8747;1,9122;1,8372;;;;;1,8372;1,9122;18,372;19,122
11.01.2017;1,97;2,0094;1,9306;;2,13;0;;1,9306;2,13;19,306;21,3
12.01.2017;2,0037;2,0438;1,9636;;2,165;;;1,9636;2,165;19,636;21,65
13.01.2017;2,0816;2,1232;2,04;;2,25;0;;2,04;2,25;20,4;22,5
14.01.2017;2,0095;2,0497;1,9693;;2,12;;;1,9693;2,12;19,693;21,2
15.01.2017;1,9989;2,0389;1,9589;;2,1125;0;;1,9589;2,1125;19,589;21,125
16.01.2017;1,998;2,038;1,958;;2,167;0,097;;1,958;2,167;19,58;21,67
17.01.2017;1,9206;1,959;1,8822;;2,0995;0,097;;1,8822;2,0995;18,822;20,995
18.01.2017;1,9684;2,0078;1,929;;2,13;0;;1,929;2,13;19,29;21,3
19.01.2017;1,985;2,0247;1,9453;;2,1;0;;1,9453;2,1;19,453;21
20.01.2017;2,0084;2,0486;1,9682;;2,1675;;;1,9682;2,1675;19,682;21,675
21.01.2017;2,0196;2,06;1,9792;1,905;2,1975;;;1,905;2,1975;19,05;21,975
22.01.2017;2,0285;2,0691;1,9879;;2,2445;0,097;;1,9879;2,2445;19,879;22,445
23.01.2017;2,0785;2,1201;2,0369;;2,3345;0,097;;2,0369;2,3345;20,369;23,345
24.01.2017;2,117;2,1593;2,0747;;2,33;;;2,0747;2,33;20,747;23,3
25.01.2017;2,1128;2,1551;2,0705;;2,292;0,097;;2,0705;2,292;20,705;22,92
26.01.2017;2,0509;2,0919;2,0099;;2,16;;;2,0099;2,16;20,099;21,6
27.01.2017;2,0214;2,0618;1,981;;2,28;0;;1,981;2,28;19,81;22,8
28.01.2017;1,9581;1,9973;1,9189;;2,06;;;1,9189;2,06;19,189;20,6
29.01.2017;1,9479;1,9869;1,9089;;;;;1,9089;1,9869;19,089;19,869
30.01.2017;1,9623;2,0015;1,9231;;2,13;;;1,9231;2,13;19,231;21,3
31.01.2017;2,0386;2,0794;1,9978;;2,31;;;1,9978;2,31;19,978;23,1
01.02.2017;2,1407;2,1835;2,0979;0;2,325;0;0;2,0979;2,325;20,979;23,25
02.02.2017;2,2115;2,2557;2,1673;1,95;2,3475;0;0;1,95;2,3475;19,5;23,475
03.02.2017;2,2436;2,2885;2,1987;0;2,2925;0;0;2,1987;2,2925;21,987;22,925
04.02.2017;2,2637;2,309;2,2184;0;0;0;0;2,2184;2,309;22,184;23,09
05.02.2017;2,2661;2,3114;2,2208;0;2,4123;0,0973;0;2,2208;2,4123;22,208;24,123
06.02.2017;2,296;2,3419;2,2501;0;2,4575;0;0;2,2501;2,4575;22,501;24,575
07.02.2017;2,267;2,3123;2,2217;0;2,4123;0,0973;0;2,2217;2,4123;22,217;24,123
08.02.2017;2,1823;2,2259;2,1387;0;2,305;0;0;2,1387;2,305;21,387;23,05
09.02.2017;2,0859;2,1276;2,0442;0;2,2423;0,0973;0;2,0442;2,2423;20,442;22,423
10.02.2017;2,0728;2,1143;2,0313;0;2,205;0;0;2,0313;2,205;20,313;22,05
11.02.2017;2,009;2,0492;1,9688;0;2,1648;0,0973;0;1,9688;2,1648;19,688;21,648
12.02.2017;1,9952;2,0351;1,9553;0;2,1;0;0;1,9553;2,1;19,553;21
13.02.2017;2,018;2,0584;1,9776;0;2,13;0;0;1,9776;2,13;19,776;21,3
14.02.2017;1,956;1,9951;1,9169;1,8;2,0423;0,0973;0;1,8;2,0423;18;20,423
15.02.2017;1,8936;1,9315;1,8557;1,7425;1,99;0;0;1,7425;1,99;17,425;19,9
16.02.2017;1,8846;1,9223;1,8469;1,83;0;0;0;1,83;1,9223;18,3;19,223
17.02.2017;1,904;1,9421;1,8659;0;2,01;0;0;1,8659;2,01;18,659;20,1
18.02.2017;1,817;1,8533;1,7807;1,695;1,9448;0,0973;0;1,695;1,9448;16,95;19,448
19.02.2017;1,8311;1,8677;1,7945;0;1,9323;0,0973;0;1,7945;1,9323;17,945;19,323
20.02.2017;1,8465;1,8834;1,8096;0;1,965;0;0;1,8096;1,965;18,096;19,65
21.02.2017;1,8512;1,8882;1,8142;0;1,9425;0;0;1,8142;1,9425;18,142;19,425
22.02.2017;1,8251;1,8616;1,7886;0;1,905;0;0;1,7886;1,905;17,886;19,05
23.02.2017;1,8204;1,8568;1,784;0;2;0;0;1,784;2;17,84;20
24.02.2017;1,8463;1,8832;1,8094;0;1,97;0;0;1,8094;1,97;18,094;19,7
25.02.2017;1,8105;1,8467;1,7743;0;1,8973;0,0973;0;1,7743;1,8973;17,743;18,973
